qid,docno,rank,origin_label,query,text
1112341,8139255,3,E2E-Only,what is the daily life of thai people,"An important thing in everyday life is SANUK. Thai people love to have fun together. SANUK can represent many things : eat together, to be with friends and chat, to go out with friends. For Thai people SANUK happens with several persons."
1112341,8139258,4,E2E-Only,what is the daily life of thai people,"T he following concepts are part of Thai everyday life: ใจเย็น or JAI YEN is more a way of life, it is to keep your temper whatever the situation. T hai people are educated in the family and in school to keep frustration inside. Instead of showing their anger toward a problem or situation, Thai people show JAI YEN, i.e. calm or patience."
1112341,8606161,5,E2E-Only,what is the daily life of thai people,"There are over 29,000 temples in Thailand and the daily routine of the monks in all of them is pretty much the same. 4.00 am-The monks wake up and meditate for one hour, followed by one hour of chanting.6.00 am-The monks walk barefoot around the neighbourhood while the local people make merit by offering them food.his is the last solid food they are allowed to consume until sunrise the following morning. 1.00 pm-Classes in Buddhist teaching begin. Some monks may attend school outside the temple. 6.00 pm-A two-hour session of meditation and prayer begins. 8.00 pm-The monks retire to do homework."
1112341,8139251,6,E2E-Only,what is the daily life of thai people,"Thai people often translate the Thai time into English language but without any English background. So when a Thai person says four o'clock, it is better to check if it is four o'clock in the morning, in the afternoon, in the evening or the night."
1112341,5043407,7,E2E-Only,what is the daily life of thai people,"In 1960, the population growth was at its height with figures of around 3.1% but this has fallen to around 0.4% today. The life expectancy for an average Thai citizen is also growing but there are many threats to the population."
1112341,3321419,8,E2E-Only,what is the daily life of thai people,"15 days/year. Employees are entitled to 40 days of annual paid leave: 10 days for personal leave; 10 days for vacation and 30 days for sick leave. There are at least 13 national and religious holidays per year. Most Thai people tend to take vacation at least twice a year to join their children's semester breaks.3 days/year. There are 13 public holidays per year. In Chile, some holidays that fall on working days are moved to the following Monday, which allows employees to enjoy a 3-day “weekend”. This law was approved partly because the government considers that longer weekends favour tourism."
1113437,2001934,0,Both,what is physical description of spruce,"Full Definition of SPRUCE. 1. a: any of a genus (Picea) of evergreen trees of the pine family with a conical head of dense foliage, flat or 4-sided needles, pendulous cones, and soft light wood b: any of several coniferous trees (as Douglas fir) of similar habit. 2. : the wood of a spruce."
1113437,4016930,1,Both,what is physical description of spruce,The noun SPRUCE has 2 senses: 1. light soft moderately strong wood of spruce trees; used especially for timbers and millwork. 2. any coniferous tree of the genus Picea. Familiarity information: SPRUCE used as a noun is rare. • SPRUCE (adjective) The adjective SPRUCE has 1 sense: 1. marked by up-to-dateness in dress and manners. Familiarity information: SPRUCE used as an adjective is very rare.
1113437,1768727,2,B-Only,what is physical description of spruce,"spruce. 1  1a : any of a genus (Picea) of evergreen trees of the pine family with a conical head of dense foliage, flat or 4-sided needles, pendulous cones, and soft light woodb : any of several coniferous trees (as Douglas fir) of similar habit. 2  2 : the wood of a spruce."
1113437,8128796,3,A-Only,what is physical description of spruce,"Description: 1  White spruce is a medium-sized conifer found in northeastern United States and throughout Canada. It is the state tree of South Dakota. White spruce has a cone-shaped crown, and when grown in the open develops a conical crown which extends nearly to the ground."
1113437,2001933,4,B-Only,what is physical description of spruce,"a: any of a genus (Picea) of evergreen trees of the pine family with a conical head of dense foliage, flat or 4-sided needles, pendulous cones, and soft light wood b: any of several coniferous trees (as Douglas fir) of similar habit. 2. : the wood of a spruce. See spruce defined for English-language learners."
1113437,2354947,5,A-Only,what is physical description of spruce,"The white spruce is a large coniferous evergreen tree which grows normally to 15 to 30 metres (49 to 98 ft) tall, but can grow up to 40 m (130 ft) tall with a trunk diameter of up to 1 m (3.3 ft).The bark is thin and scaly, flaking off in small circular plates 5 to 10 centimetres (2.0 to 3.9 in) across.he bark of mature white spruce is scaly or flaky, gray-brown (Brayshaw 1960) or ash-brown (Harlow and Harrar 1950), but silvery when freshly exposed. Resin blisters are normally lacking, but the Porsild spruce Picea glauca var."
1113437,631949,6,B-Only,what is physical description of spruce,"A spruce is a tree of the genus Picea /paɪˈsiːə/, a genus of about 35 species of coniferous evergreen trees in the family Pinaceae, found in the northern temperate and boreal regions of the Earth. Spruces are large trees, from about 20–60 m tall when mature, and can be distinguished by their whorled branches and conical form. The needles, or leaves, of spruces are attached singly to the branches in a spiral fashion, each needle on a small, peg-like structure. The needles are shed when ..."
1113437,3880944,7,A-Only,what is physical description of spruce,"Spruce Pine is an evergreen tree with a medium-fine texture and a medium to fast growth rate. Needles are dark green, two per fascicle, spirally twisted, and 2 to 4 inches long. Cones are brown, up to 3.75 inches long, with minute prickles on the scales. They may persist two to four years on the plant."
1113437,4841345,8,Easy-Negative,what is physical description of spruce,"Last issue, we talked about what to include in job descriptions; today we tell you what to leave out. Essential job elements, exposure to physical hazards, pay grade … the list of what should be in a job description is long."
1114646,5279567,0,Both,what is famvir prescribed for,"Famciclovir (Famvir) is a drug used for the treatment of genital herpes, cold sores, shingles, and chickenpox. Side effects, drug interactions, warnings and precautions, and pregnancy information should be reviewed prior to taking this medication."
1114646,8117090,1,Both,what is famvir prescribed for,Famciclovir (Famvir®) is a prescription antiviral medication used to treat the following conditions: Herpes simplex infections (including cold sores and genital herpes) in people with HIV or other conditions that weaken the immune system.
1114646,2647994,2,Both,what is famvir prescribed for,Famciclovir (Famvir) is sometimes used to treat the herpes virus that causes cold sores and genital herpes (as well as the virus that causes shingles). This medicine is available only by prescription and is taken orally in tablet form.
1114646,6704400,3,A-Only,what is famvir prescribed for,"Famvir (Famciclovir) is approved by the FDA for the treatment of cold sores. If started at the first sign of symptoms, taking a single high dose of Famvir can shorten the herpes infection by two days. Valtrex (Valacyclovir) is also approved by the FDA to treat cold sores."
1114646,8117091,4,Both,what is famvir prescribed for,Famciclovir (Famvir®) is a prescription antiviral medication used to treat the following conditions: Shingles in people with normal immune systems. Recurring genital herpes in people with normal immune systems. Recurring cold sores in people with normal immune systems.
1114646,8117096,5,B-Only,what is famvir prescribed for,"Famciclovir is an antiviral medication used for treating shingles, genital herpes, and cold sores. This eMedTV article offers dosing information for the medication, explains how it works, describes its clinical effects for various conditions, and more."
1114646,8117089,6,Both,what is famvir prescribed for,"Famciclovir is commonly prescribed to treat cold sores, genital herpes, and shingles. The antiviral medication is typically used at the first signs of an outbreak to help reduce symptoms and prevent outbreaks from occurring again. Depending on the condition being treated, the tablets can be taken every day, for just one day, or for a week."
1114646,8329774,7,A-Only,what is famvir prescribed for,"Prescription famotidine is used to treat ulcers (sores on the lining of the stomach or small intestine); gastroesophageal reflux disease (GERD, a condition in which backward flow of acid from the stomach causes heartburn and injury of the esophagus [tube that connects the mouth and stomach]); and conditions where the stomach produces too much acid, ..."
1114646,444380,8,B-Only,what is famvir prescribed for,"Uses. Famciclovir is used to treat infections caused by certain types of viruses. It treats shingles caused by herpes zoster. It also treats outbreaks of herpes simplex that cause cold sores around the mouth, sores around the anus, and genital herpes. In people with frequent outbreaks of genital herpes, famciclovir is used to help reduce the number of future episodes. Famciclovir is an antiviral drug. However, it is not a cure for these infections. The viruses that cause these infections continue to live in the body even between outbreaks."
1114819,988373,0,Both,what is durable medical equipment consist of,Durable Medical Equipment (DME) is any equipment that provides therapeutic benefits to a patient in need because of certain medical conditions and/or illnesses. Durable Medical Equipment (DME) consists of items which:
1114819,8022280,1,Both,what is durable medical equipment consist of,"Durable Medical Equipment (DME) is any equipment that provides therapeutic benefits to a patient in need because of certain medical conditions and/or illnesses. Durable Medical Equipment (DME) consists of items which: 1  are primarily and customarily used to serve a medical purpose; 2  are not useful to a person in the absence of illness, disability, or injury; 3  are ordered or prescribed by a physician; 4  are reusable; 5  can stand repeated use, and. 6  are appropriate for use in the home."
1114819,4890560,2,Both,what is durable medical equipment consist of,Durable Medical Equipment (DME) is any equipment that provides therapeutic benefits to a patient in need because of certain medical conditions and/or illnesses. Durable Medical Equipment (DME) consists of items which: are primarily and customarily used to serve a medical purpose;
1114819,3781418,3,B-Only,what is durable medical equipment consist of,"(Learn how and when to remove these template messages) Durable Medical Equipment (DME) is any equipment that provides therapeutic benefits to a patient in need because of certain medical conditions and/or illnesses. Durable Medical Equipment (DME) consists of items which: 1  are primarily and customarily used to serve a medical purpose; 2  are not useful to a person in the absence of illness, disability, or injury; 3  are ordered or prescribed by a physician;  are 1  reusable; can stand repeated use, 2  and. are appropriate for use in the  home."
1114819,1315998,4,Both,what is durable medical equipment consist of,Last Review: Description of Procedure or Service. Durable Medical Equipment (DME) is any equipment that provides therapeutic benefits to a patient in. need because of certain medical conditions and/or illnesses. Durable Medical Equipment (DME) consists of items which:
1114819,6941478,5,B-Only,what is durable medical equipment consist of,"(December 2012). The standard definition of Durable Medical Equipment used by insurance companies is:Durable Medical Equipment (DME) is any equipment that provides therapeutic benefits to a patient in need because of certain medical conditions and/or illnesses. Durable Medical Equipment (DME) consists of items which: 1  are primarily and customarily used to serve a medical purpose; 2  are not useful to a person in the absence of illness or injury; 3  are ordered or prescribed by a physician; 4  are reusable; 5  can stand repeated use, and. 6  are appropriate for use in the home."
1114819,6900766,6,A-Only,what is durable medical equipment consist of,"Often abbreviated as “DME”, durable medical equipment includes various types of walking aids, transfer equipment, bath safety and wheelchairs. As the name implies, this category must be manufactured and tested to be “durable” because patients who use this equipment rely on it to keep them safe and comfort."
1114819,5521371,7,A-Only,what is durable medical equipment consist of,"Written by Nancy McMahon. Durable medical equipment is defined as reusable medical equipment like wheelchairs, walkers, crutches, hospital beds and more. It also includes home oxygen equipment and power chairs."
1114819,1052569,8,Easy-Negative,what is durable medical equipment consist of,"Number: 0863. Policy. Aetna considers the use of peripheral nerve blocks (continuous or single-injection) medically necessary for the treatment of (i) acute pain, and (ii) for chronic pain only. as part of an active component of a comprehensive pain management program."
1115776,8106321,0,E2E-Only,what is an aml surveillance analyst,"AML Analysts are responsible for detecting and monitoring suspicious transactions in an effort to prevent money laundering. A typical AML Analyst resume usually describes duties such as implementing anti money laundering procedures, assessing daily financial activity, and preparing regular reports to AML Compliance Officers."
1115776,4314176,1,E2E-Only,what is an aml surveillance analyst,The BSA / AML Analyst is responsible for monitoring and investigating customer transactions under applicable anti-money laundering and anti-terrorist financing laws.
1115776,8106320,2,E2E-Only,what is an aml surveillance analyst,"Team Lead AML Analyst. 1  Promoted to team leader responsible for training new AML hires on complying with company’s due diligence procedures and regulatory mandates. 2  Initiated, processed, closed, and documented investigations per Know Your Customer, USA PATRIOT Act, Section 326, Bank Secrecy Act."
1115776,4314174,3,E2E-Only,what is an aml surveillance analyst,The BSA/AML Analyst II is responsible for assisting with anti-money laundering and compliance initiatives. Three (3) to five (5) years of BSA related experience is required. southeastapply.com
1115776,8106324,4,E2E-Only,what is an aml surveillance analyst,Be the first to see new Aml Surveillance Analyst jobs My email: Also get an email with jobs recommended just for me Anti Money Laundering Analyst salaries in United States
1115776,4314175,5,E2E-Only,what is an aml surveillance analyst,JOB SUMMARY A Senior BSA/AML Analyst is responsible for maintaining certain aspects of the Bank's BSA/AML compliance program and assists in meeting and maintaining BSA/AML compliance requirements of the Bank.
1115776,3469357,6,E2E-Only,what is an aml surveillance analyst,"Provide leadership and guidance of daily processes and act as the go to person for daily issues. Specific responsibilities include but are not limited to: Reporting to the Scenario Review Manager, the Senior Analyst will be conducting all analytical activities related to AML transaction monitoring systems...."
1115776,8106322,7,E2E-Only,what is an aml surveillance analyst,"Aml analyst interview questions (Screening, Competency Based job interview): - Give me an example that best describes your organizational skills. - Give some examples of teamwork. - Tell me about an important goal that you set in the past. - When given an important assignment, how do you approach it? - How do you feel about taking no for an answer?"
1115776,4314172,8,E2E-Only,what is an aml surveillance analyst,"Credit/kyc Analyst. 1  Managed the business group's Know Your Client process (KYC) and Anti-Money Laundering process (AML) in strict compliance with the US PATRIOT Act of 2001 Section 326 CIP. 2  Developed and implemented a streamlined process of KYC and AML data collection, reporting and tracking for the Chicago unit."
1117099,6122722,0,Both,what is a active margin,"Best Answer: An active margin is a tectonic plate boundary, a passive margin is a compositional transition within a tectonic plate. As you probably know the theory of plate tectonics posits the outer layer of the Earth consist of plates which move relative to each other driven by convection in the Mantle."
1117099,8446505,1,Both,what is a active margin,An active continental margin refers to the submerged edge of a continent overriding an oceanic lithosphere at a convergent plate boundary by opposition with a passive continental margin which is the remaining scar at the edge of a continent following continental break-up.
1117099,3543106,2,Both,what is a active margin,"An active plate margin is an actual plate boundary, where oceanic crust and continental crust crash into each other. Active plate margins are often the site of earthquakes and volcanoes. Oceanic crust created by seafloor spreading in the East Pacific Rise, for instance, may become part of the Ring of Fire, the horseshoe-shaped pattern of volcanoes and earthquake zones around the Pacific ocean basin."
1117099,8446501,3,Both,what is a active margin,"An active continental margin is found on the leading edge of the continent where it is crashing into an oceanic plate. An excellent example is the west coast of South America. Active margins are commonly the sites of tectonic activity: earthquakes, volcanoes, mountain building, and the formation of new igneous rock."
1117099,8093934,4,A-Only,what is a active margin,"Active continental margin: A continental margin that has a very narrow, or even nonexistent, continental shelf and a narrow and steep continental slope that ends in a deep trench instead of a continental rise; it is marked by earthquake and volcanic activity."
1117099,4458509,5,Both,what is a active margin,"The overall rate may be extremely slow (one to ten centimeters per year), but the long term effect is a continual re-shaping of the surface of our planet. An active continental margin is found on the leading edge of the continent where it is crashing into an oceanic plate. An excellent example is the west coast of South America. Active margins are commonly the sites of tectonic activity: earthquakes, volcanoes, mountain building, and the formation of new igneous rock."
1117099,5286539,6,B-Only,what is a active margin,best answer an active continental margin is found on the leading edge of the continent where it is crashing into an oceanic platean excellent example is the west coast of south americaactive margins are commonly the sites of tectonic activity earthquakes volcanoes mountain building and the formation of new igneous rockn excellent example is the west coast of south america active margins are commonly the sites of tectonic activity earthquakes volcanoes mountain building and the formation of new igneous rock
1117099,3349612,7,A-Only,what is a active margin,Active Margins. occur where oceanic lithosphere is being subducted beneath the edge of the continent. the result is a relatively narrow margin that consists of highly deformed sediment that was scraped from the decending lithospheric slab and plastered against the margin of the overriding continent.
1117099,4441325,8,B-Only,what is a active margin,"Active continental margins form primarily along the boundaries of plates that are actively converging and where one plate is sinking beneath the other. Active margins mark the continents that border the Pacific Ocean where oceanic plates are subducting beneath continental plates.assive continental margin: A continental margin that has a broad continental shelf, a gentle continental slope, and a pronounced continental rise; it is marked by a lack of earthquake and volcanic activity. Plates: Large sections of Earth's lithosphere separated by deep fault zones."
1121402,8052624,0,Both,what can contour plowing reduce,"In contour plowing, the land is plowed across the slopes and along the contour lines. This will also reduce soil erosion and make rainwater infiltrate into the soil more than on land plowed along the slope. Terraces are more effective than contour plowing alone in minimizing soil erosion and facilitating infiltration f rainfall into the soil."
1121402,182369,1,Both,what can contour plowing reduce,Contour plowing Contour ploughing or contour farming is the farming practice of ploughing and/or planting across a slope following its elevation contour lines. These contour lines create a water break which reduces the formation of rills and gullies during times of heavy water run-off; which is a major cause of top soil loss and soil erosion.
1121402,8052620,2,Both,what can contour plowing reduce,2016-09-28T08:13:26-04:00. Farmers can reduce soil erosion by contour plowing. The correct option among all the options that are given in the question is the second option or option B. The other choices given in the question are incorrect and can be neglected. I hope that this is the answer that has actually come to your desired help.
1121402,5189913,3,Both,what can contour plowing reduce,Contour plowing. Contour plowing or contour farming or Contour bunding is the farming practice of plowing and/or planting across a slope following its elevation contour lines. These contour lines create a water break which reduces the formation of rills and gullies during times of heavy water run-off; which is a major cause of soil erosion.
1121402,188213,4,Both,what can contour plowing reduce,"Contour plowing is the act of farming on a hill or a contoured area. The plow follows the contours of the land horizontally helping to reduce runoff of water. This practice helps to prevent soil erosion in hilly and contoured areas by capturing the water runoff using water breaks to keep water contained. Contour plowing is also known as contour farming, and is a sustainable form of agriculture."
1121402,8052617,5,Both,what can contour plowing reduce,"Both contour plowing and terrace farming are suitable for cultivating lands on sloping hills. Both are used to reduce soil erosion from tilled fields on slopes. In terrace farming, physical barriers (trenches, stone bunds, live hedges, or natural strips) are created along the contours to retain rain water and make it infiltrate into the soil and to minimize soil erosion."
1121402,7125987,6,Both,what can contour plowing reduce,"Tilling the field at right angles to the natural slope after drawing up the elevation contour lines is called contour ploughing in soil, prevents and reduces soil erosion. Terrace Farming In terracing, wide steps are cut around the slopes of hills to prevent soil erosion. Contour ploughing follows the “natural shape” of the slope without altering it. Terrace farming alters the shape of the slope to produce flat areas that provide a catchment for water."
1121402,8052623,7,Both,what can contour plowing reduce,"Tilling the field at right angles to the natural slope after drawing up the elevation contour lines is called contour ploughing in soil, prevents and reduces soil erosion. Terrace Farming In terracing, wide steps are cut around the slopes of hills to prevent soil erosion."
1121402,1151509,8,Easy-Negative,what can contour plowing reduce,"The three types of soil erosion are Sheet, Rill and Gully. Sheet erosion is the removal of soil particles by water drops and surface flow. Sheet erosion can be hard to detect but can be extremely damaging. Uncovered soil with little to no vegetation is the most susceptible. Sheet erosion can be reduced by increasing vegetation to slow water flow and help increase infiltration."
1121709,8049583,0,Both,what are the three percenters?,"The Three Percenters, formed in late 2008, are a loosely organized movement centered around an obscure, and not particularly accurate, Revolutionary War statistic that claimed that only 3% of the American population during the Revolutionary War participated as combatants in the war."
1121709,8049579,1,Both,what are the three percenters?,"Are You REALLY a Three Percenter? March 1, 2015 December 25, 2017 David Robertson NOTE: This article has been moved to website address below; please update your links."
1121709,3423067,2,Both,what are the three percenters?,"A loose affiliation of like minded Americans who vow to refuse to comply with laws that violate the second amendment right to keep (own) and bear (carry) firearms. The name 3 percenter comes from the fact that only 3 percent of colonial British subjects took up arms against the King during the revolutionary war. Three percent of the population was enough to overthrow a government and win independence. We are the 3 percenters, we will not comply, we will not be disarmed.. #second amendment #patriot #revolution #militia #constitution. by 3per October 09, 2013."
1121709,3423062,3,Both,what are the three percenters?,"Try to understand that being a Three Percenter (Threeper, 3%, 3 Percenter, etc) is more of an idea than anything else, but there are some clues that will help you figure it out. What follows is NOT all encompassing or even an extensive listing of clues. Instead, these are merely just a few of the many indicators."
1121709,8049585,4,Both,what are the three percenters?,The part that is often missed on people (and probably the most important part) is who Three Percenters are supposed to be modeled after. It’s one thing to say you will stand up and fight or wave a certain flag (when everyone else does).
1121709,8049586,5,Both,what are the three percenters?,"Rhodes has written supportively of the Three Percenters, while at least two participants carried the Three Percenter flag at an Oath Keepers event at the Vietnam War Memorial in Washington, D.C., on September 12, 2009."
1121709,3423063,6,A-Only,what are the three percenters?,"III% Club Merchandise & III% Logo Gear. The Three Percenters Club official merchandise is designed and produced in Nashville, Tn. with great flexibility, supporting our network, awareness, training, expansion, and organization.. The Three Percenters Club is not for profit. It's for purpose..., Support us and help us spread the word. Let's multiply our numbers and influence.."
1121709,3423059,7,Both,what are the three percenters?,"So let me see if I can help. In fact, let me provide you with well over 50 ways to tell whether or not you, or someone else, is a Threeper. The part that is often missed on people (and probably the most important part) is who Three Percenters are supposed to be modeled after. It’s one thing to say you will stand up and fight or wave a certain flag (when everyone else does)."
1121709,8049577,8,B-Only,what are the three percenters?,"How do you know that you are REALLY a Three Percenter? What does it mean to be a Threeper? Questions often asked, and today I will answer those questions."
1124210,2728448,0,A-Only,tracheids are part of _____.,"The xylem tracheary elements consist of cells known as tracheids and vessel members, both of which are typically narrow, hollow, and elongated. Tracheids are less specialized than the vessel members and are the only type of water-conducting cells in most gymnosperms and seedless vascular plants."
1124210,7695217,1,B-Only,tracheids are part of _____.,"Several types of cells make up xylem tissue, including parenchyma as well as the tracheids and vessel members, two cell types that specialize in transferring water and minerals. Tracheids and vessel members are referred to as tracheary elements. Phloem vascular tissue contains parenchyma and has two types of cells that assist in the transport of food: sieve-tube members and sieve cells. Sieve-tube members are more specialized and are present in advanced flowering seed plants."
1124210,2089544,2,Both,tracheids are part of _____.,Tracheids and vessel members are referred to as tracheary elements. Phloem vascular tissue contains parenchyma and has two types of cells that assist in the transport of food: sieve-tube members and sieve cells. Sieve-tube members are more specialized and are present in advanced flowering seed plants. Learn more about Human Anatomy
1124210,8026737,3,A-Only,tracheids are part of _____.,"Its major components include xylem parenchyma, xylem fibers, tracheids, and xylem vessels. Tracheids are one of the two types of tracheary elements of vascular plants. (The other being the vessel elements). A tracheid cell loses its protoplast at maturity. Thus, at maturity, it becomes one of the non-living components of the xylem."
1124210,8492305,4,B-Only,tracheids are part of _____.,"While tracheids are found in all vascular plants, vessels are found only in angiosperms. Phloem is composed mostly of cells called sieve-tube cells and companion cells. These cells assist in the transport of sugar and nutrients produced during photosynthesis from the leaves to other parts of the plant.While tracheid cells are nonliving, sieve-tube and companion cells of the phloem are living.ylem and phloem throughout the plant make up the vascular tissue system. They allow water and other nutrients to be transported throughout the plant. Xylem is consists of two types of cells known as tracheids and vessel elements."
1124210,8026735,5,A-Only,tracheids are part of _____.,"Difference Between Tracheids and Vessels In plants xylem and phloem are the complex tissues which are the components parts of conductive system. In higher plants xylem contains tracheids, vessels (tracheae), xylem fibres(wood fibres) and xylem parenchyma (wood parenchyma)."
1124210,2461683,6,B-Only,tracheids are part of _____.,"Xylem and phloem throughout the plant make up the vascular tissue system. They allow water and other nutrients to be transported throughout the plant. Xylem is consists of two types of cells known as tracheids and vessel elements.hile tracheids are found in all vascular plants, vessels are found only in angiosperms. Phloem is composed mostly of cells called sieve-tube cells and companion cells. These cells assist in the transport of sugar and nutrients produced during photosynthesis from the leaves to other parts of the plant."
1124210,2494577,7,Both,tracheids are part of _____.,"Tracheids and vessel elements form tube-shaped structures that provide pathways for water and minerals to travel from the roots to the leaves. While tracheids are found in all vascular plants, vessels are found only in angiosperms. Phloem is composed mostly of cells called sieve-tube cells and companion cells. These cells assist in the transport of sugar and nutrients produced during photosynthesis from the leaves to other parts of the plant. While tracheid cells are nonliving, sieve-tube and companion cells of the phloem are living."
1124210,108781,8,Easy-Negative,tracheids are part of _____.,"Xylem is essential to vascular plants because it allows for the transport of water. Without xylem, big trees would not be able to move water from the roots up to the leaves. Remember that xylem is made of vessels, which are dead cells lined up end to end."
1129237,8588226,0,Both,hydrogen is a liquid below what temperature,Hydrogen is a liquid below what temperature? was asked by Shelly Notetaker on May 31 2017. 426 students have viewed the answer on StudySoup. View the answer on StudySoup. Sign Up Login
1129237,8588219,1,Both,hydrogen is a liquid below what temperature,User: Hydrogen is a liquid below what temperature? a. 100 degrees C c. -183 degrees C b. -253 degrees C d. 0 degrees C Weegy: Hydrogen is a liquid below 253 degrees C. User: What is the boiling point of oxygen? a. 100 degrees C c. -57 degrees C b. 8 degrees C d. -183 degrees C Weegy: The boiling point of oxygen is -183 degrees C.
1129237,8588222,2,Both,hydrogen is a liquid below what temperature,"Answer to: Hydrogen is a liquid below what temperature? By signing up, you'll get thousands of step-by-step solutions to your homework questions.... for Teachers for Schools for Companies"
1129237,4254811,3,A-Only,hydrogen is a liquid below what temperature,"At STP (standard temperature and pressure) hydrogen is a gas. It cools to a liquid at -423 °F, which is only about 37 degrees above absolute zero. Eleven degrees cooler, at … -434 °F, it starts to solidify."
1129237,6080460,4,Both,hydrogen is a liquid below what temperature,"Hydrogen can exist as a liquid under high pressure and an extremely low temperature of 20.28 kelvin (−252.87°C, −423.17 °F). Hydrogen is often stored in this way as liquid hydrogen takes up less space than hydrogen in its normal gas form. Liquid hydrogen is also used as a rocket fuel.ydrogen is found in large amounts in giant gas planets and stars, it plays a key role in powering stars through fusion reactions. Hydrogen is one of two important elements found in water (H 2 O). Each molecule of water is made up of two hydrogen atoms bonded to one oxygen atom."
1129237,128984,5,Both,hydrogen is a liquid below what temperature,"Hydrogen gas has the molecular formula H 2. At room temperature and under standard pressure conditions, hydrogen is a gas that is tasteless, odorless and colorless. Hydrogen can exist as a liquid under high pressure and an extremely low temperature of 20.28 kelvin (−252.87°C, −423.17 °F). Hydrogen is often stored in this way as liquid hydrogen takes up less space than hydrogen in its normal gas form. Liquid hydrogen is also used as a rocket fuel."
1129237,3905802,6,B-Only,hydrogen is a liquid below what temperature,"Hydrogen is found naturally in the molecular H2 form. To exist as a liquid, H2 must be cooled below hydrogen's critical point of 33 K. However, for hydrogen to be in a fully liquid state without boiling at atmospheric pressure, it needs to be cooled to 20.28 K (−423.17 °F/−252.87 °C)."
1129237,4254816,7,A-Only,hydrogen is a liquid below what temperature,Hydrogen is a liquid at -253 degree C and it is very near to absolute zero which is known as -273 degree C. Edit. Share to: 1  The Periodic Table of Elements Life is sustained by a number of chemical elements. 2  They are responsible for the birth of planets and the evolution of cells to complex organisms.
1129237,3905057,8,B-Only,hydrogen is a liquid below what temperature,"Hydrogen is a colorless, odorless, tasteless gas. Its density is the lowest of any chemical element, 0.08999 grams per liter. By comparison, a liter of air weighs 1.29 grams, 14 times as much as a liter of hydrogen. Hydrogen changes from a gas to a liquid at a temperature of -252.77°C (-422.99°F) and from a liquid to a solid at a temperature of -259.2°C (-434.6°F). It is slightly soluble in water, alcohol, and a few other common liquids."
1133167,4922619,0,Both,how is the weather in jamaica,"Weather. Jamaica averages about 80 degrees year-round, so climate is less a factor in booking travel than other destinations. The days are warm and the nights are cool. Rain usually falls for short periods in the late afternoon, with sunshine the rest of the day."
1133167,434125,1,Both,how is the weather in jamaica,"The climate in Jamaica is tropical and humid with warm to hot temperatures all year round. The average temperature in Jamaica is between 80 and 90 degrees Fahrenheit. Jamaican nights are considerably cooler than the days, and the mountain areas are cooler than the lower land throughout the year. Continue Reading."
1133167,1824480,2,B-Only,how is the weather in jamaica,"Quick Answer. The climate in Jamaica is tropical and humid with warm to hot temperatures all year round. The average temperature in Jamaica is between 80 and 90 degrees Fahrenheit. Jamaican nights are considerably cooler than the days, and the mountain areas are cooler than the lower land throughout the year."
1133167,434121,3,A-Only,how is the weather in jamaica,"Temperature, rainfall, prevailing weather conditions, when to go, what to pack. In Jamaica the climate is tropical, hot all year round, with little difference between winter and summer (just a few degrees). Even in winter, the maximum temperatures are around 27/30 °C (81/86 °F), and minimum temperatures around 20/23 °C (68/73 °F)."
1133167,1824486,4,Both,how is the weather in jamaica,The climate in Jamaica is tropical and humid with warm to hot temperatures all year round. The average temperature in Jamaica is between 80 and 90 degrees Fahrenheit. Jamaican nights are considerably...
1133167,3023120,5,A-Only,how is the weather in jamaica,"See also the US version (°F - inches - feet) In Jamaica the climate is tropical, hot all year round, with little difference between winter and summer (just a few degrees). Even in winter, the maximum temperatures are around 27/30 °C, and minimum temperatures around 20/23 °C."
1133167,4550240,6,B-Only,how is the weather in jamaica,"Regardless of when you visit, the tropical climate and warm temperatures of Jamaica essentially guarantee beautiful weather during your vacation. Average temperatures in Jamaica range between 80 degrees Fahrenheit and 90 degrees Fahrenheit, with July and August being the hottest months and February the coolest. Temperatures in Jamaica generally vary approximately 10 degrees from summer to winter. Nevertheless, you should be prepared for winter in Jamaica to be slightly cooler, especially at the higher altitudes. In the mountains, the thermometer can dip to 40 degrees Fahrenheit (4 degrees Celsius)."
1133167,7217705,7,A-Only,how is the weather in jamaica,"Climate for Jamaica. At just 10 metres above sea level, the land temperature in Jamaica is warm throughout the entire year. You can expect temperatures to be lowest in January through February, with an average of 72F or 22C which is still warm enough for shorts and t-shirts."
1133167,6112587,8,B-Only,how is the weather in jamaica,"Jamaica’s winter months are November, December, January, February, March and April. Temperatures range from 20 to 31 degrees Celsius (68 to 89 degrees Fahrenheit) and the island nation experiences less rainfall. The winter months are the perfect time to visit Jamaica and enjoy the island’s tropical maritime climate.he leeward side of Jamaica experiences less rain and less humidity. The Blue Mountains tend to be much cooler than Jamaica's beach towns. Temperatures in Jamaica average between 20 and 35 degrees Celsius (68 to 95 degrees Fahrenheit) throughout year."
